Date,Amount,Category,Description,Department,Urgency,Complexity,AutoApprove,Approver,ApproverName,ApproverPosition,SpendingLimit,RequireReceipt,ComplianceLimit
2024-01-09 13:41:38.721124,384.08,Maintenance,Maintenance expense on 2024-01-09,IT,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-06-12 13:41:38.721124,58.33,Wifi,Wifi expense on 2023-06-12,HR,Medium,High,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-10-25 13:41:38.721124,93.77,Training,Training expense on 2023-10-25,IT,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2023-09-18 13:41:38.721124,169.15,Training,Training expense on 2023-09-18,Operations,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,300
2023-08-31 13:41:38.721124,328.4,Utilities,Utilities expense on 2023-08-31,Operations,Low,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-06-05 13:41:38.721124,434.16,Maintenance,Maintenance expense on 2023-06-05,IT,Medium,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-07-17 13:41:38.721124,456.66,Meals,Meals expense on 2023-07-17,HR,Medium,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2024-01-23 13:41:38.721124,276.74,Training,Training expense on 2024-01-23,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2024-04-10 13:41:38.721124,56.6,Wifi,Wifi expense on 2024-04-10,HR,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-11-12 13:41:38.721124,182.24,Utilities,Utilities expense on 2023-11-12,Operations,Low,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-04-14 13:41:38.721124,365.78,Meals,Meals expense on 2024-04-14,Finance,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-01-10 13:41:38.721124,353.57,Software,Software expense on 2024-01-10,Operations,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2023-11-10 13:41:38.721124,348.4,Marketing,Marketing expense on 2023-11-10,IT,High,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-07-27 13:41:38.721124,79.8,Miscellaneous,Miscellaneous expense on 2023-07-27,HR,High,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,200
2024-01-21 13:41:38.721124,36.56,Software,Software expense on 2024-01-21,IT,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2023-10-15 13:41:38.721124,495.35,Maintenance,Maintenance expense on 2023-10-15,HR,High,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-02-19 13:41:38.721124,272.69,Marketing,Marketing expense on 2024-02-19,Finance,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-08-26 13:41:38.721124,63.89,Miscellaneous,Miscellaneous expense on 2023-08-26,Finance,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-04-19 13:41:38.721124,288.93,Office Supplies,Office Supplies expense on 2024-04-19,Operations,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-06-22 13:41:38.721124,177.01,Office Supplies,Office Supplies expense on 2023-06-22,Operations,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2024-03-05 13:41:38.721124,333.74,Travel,Travel expense on 2024-03-05,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-07-28 13:41:38.721124,310.8,Office Supplies,Office Supplies expense on 2023-07-28,Finance,Medium,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2024-03-24 13:41:38.721124,20.62,Travel,Travel expense on 2024-03-24,HR,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-08-20 13:41:38.721124,327.99,Office Supplies,Office Supplies expense on 2023-08-20,IT,Low,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-08-26 13:41:38.721124,196.31,Training,Training expense on 2023-08-26,Operations,Low,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,300
2023-05-15 13:41:38.721124,236.86,Software,Software expense on 2023-05-15,IT,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2023-12-11 13:41:38.721124,321.74,Maintenance,Maintenance expense on 2023-12-11,HR,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2024-04-06 13:41:38.721124,13.51,Software,Software expense on 2024-04-06,IT,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2024-04-17 13:41:38.721124,78.11,Training,Training expense on 2024-04-17,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2023-07-23 13:41:38.721124,359.4,Marketing,Marketing expense on 2023-07-23,Finance,Medium,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-12-07 13:41:38.721124,97.07,Equipment,Equipment expense on 2023-12-07,Operations,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2024-03-04 13:41:38.721124,203.67,Miscellaneous,Miscellaneous expense on 2024-03-04,Finance,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2024-04-20 13:41:38.721124,279.84,Utilities,Utilities expense on 2024-04-20,Finance,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2024-02-03 13:41:38.721124,146.52,Meals,Meals expense on 2024-02-03,Operations,High,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-03-27 13:41:38.721124,401.2,Equipment,Equipment expense on 2024-03-27,IT,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2023-12-10 13:41:38.721124,499.63,Wifi,Wifi expense on 2023-12-10,HR,High,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-02-11 13:41:38.721124,59.96,Wifi,Wifi expense on 2024-02-11,IT,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2023-06-25 13:41:38.721124,47.25,Wifi,Wifi expense on 2023-06-25,Finance,High,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2024-02-27 13:41:38.721124,18.17,Software,Software expense on 2024-02-27,Operations,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2024-02-06 13:41:38.721124,77.2,Equipment,Equipment expense on 2024-02-06,IT,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2024-04-17 13:41:38.721124,311.9,Software,Software expense on 2024-04-17,Operations,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,200
2024-01-31 13:41:38.721124,210.69,Wifi,Wifi expense on 2024-01-31,Finance,Medium,Medium,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-02-17 13:41:38.721124,15.45,Meals,Meals expense on 2024-02-17,Finance,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-01-28 13:41:38.721124,397.01,Office Supplies,Office Supplies expense on 2024-01-28,HR,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2023-07-21 13:41:38.721124,269.12,Maintenance,Maintenance expense on 2023-07-21,Finance,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-05-31 13:41:38.721124,220.83,Marketing,Marketing expense on 2023-05-31,Operations,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-11-29 13:41:38.721124,487.56,Maintenance,Maintenance expense on 2023-11-29,Operations,High,High,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-06-07 13:41:38.721124,75.19,Travel,Travel expense on 2023-06-07,HR,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-06-07 13:41:38.721124,107.6,Utilities,Utilities expense on 2023-06-07,HR,Medium,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-07-31 13:41:38.721124,74.74,Equipment,Equipment expense on 2023-07-31,Finance,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2024-04-25 13:41:38.721124,404.64,Equipment,Equipment expense on 2024-04-25,Operations,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2023-05-18 13:41:38.721124,69.2,Travel,Travel expense on 2023-05-18,Finance,Medium,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-02-16 13:41:38.721124,173.07,Office Supplies,Office Supplies expense on 2024-02-16,Operations,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,100
2023-09-07 13:41:38.721124,351.59,Equipment,Equipment expense on 2023-09-07,HR,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2024-04-23 13:41:38.721124,441.23,Travel,Travel expense on 2024-04-23,Finance,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-04-27 13:41:38.721124,18.96,Wifi,Wifi expense on 2024-04-27,HR,High,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-08-09 13:41:38.721124,222.64,Maintenance,Maintenance expense on 2023-08-09,HR,Medium,Low,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-09-12 13:41:38.721124,54.78,Utilities,Utilities expense on 2023-09-12,Operations,Low,High,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2023-08-25 13:41:38.721124,90.4,Office Supplies,Office Supplies expense on 2023-08-25,Finance,Medium,Low,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2023-11-25 13:41:38.721124,102.62,Maintenance,Maintenance expense on 2023-11-25,Operations,High,Low,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2024-02-19 13:41:38.721124,306.57,Miscellaneous,Miscellaneous expense on 2024-02-19,Finance,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2024-03-22 13:41:38.721124,58.34,Utilities,Utilities expense on 2024-03-22,IT,Medium,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-06-12 13:41:38.721124,366.54,Office Supplies,Office Supplies expense on 2023-06-12,IT,Medium,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2024-01-12 13:41:38.721124,89.96,Office Supplies,Office Supplies expense on 2024-01-12,IT,Low,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2024-03-29 13:41:38.721124,294.53,Utilities,Utilities expense on 2024-03-29,Finance,Medium,Medium,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2024-01-13 13:41:38.721124,454.69,Meals,Meals expense on 2024-01-13,IT,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-02-20 13:41:38.721124,77.77,Miscellaneous,Miscellaneous expense on 2024-02-20,HR,High,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-10-23 13:41:38.721124,91.58,Office Supplies,Office Supplies expense on 2023-10-23,IT,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-08-11 13:41:38.721124,436.86,Meals,Meals expense on 2023-08-11,Finance,Medium,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-12-30 13:41:38.721124,370.68,Office Supplies,Office Supplies expense on 2023-12-30,IT,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2023-05-25 13:41:38.721124,372.26,Meals,Meals expense on 2023-05-25,Finance,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2023-08-25 13:41:38.721124,467.55,Training,Training expense on 2023-08-25,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2024-01-07 13:41:38.721124,104.48,Wifi,Wifi expense on 2024-01-07,Finance,Medium,High,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2024-03-13 13:41:38.721124,498.3,Training,Training expense on 2024-03-13,HR,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-07-02 13:41:38.721124,48.09,Marketing,Marketing expense on 2023-07-02,HR,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-11-05 13:41:38.721124,293.57,Office Supplies,Office Supplies expense on 2023-11-05,IT,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-08-12 13:41:38.721124,27.39,Office Supplies,Office Supplies expense on 2023-08-12,Finance,Medium,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,100
2024-04-18 13:41:38.721124,82.76,Travel,Travel expense on 2024-04-18,IT,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2024-01-23 13:41:38.721124,36.35,Equipment,Equipment expense on 2024-01-23,IT,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2023-10-03 13:41:38.721124,118.11,Utilities,Utilities expense on 2023-10-03,Finance,Low,High,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2023-10-27 13:41:38.721124,46.3,Equipment,Equipment expense on 2023-10-27,Finance,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2023-10-15 13:41:38.721124,71.13,Maintenance,Maintenance expense on 2023-10-15,Operations,Low,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-01-10 13:41:38.721124,419.7,Training,Training expense on 2024-01-10,Operations,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2024-03-07 13:41:38.721124,103.56,Wifi,Wifi expense on 2024-03-07,IT,High,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-06-09 13:41:38.721124,347.0,Maintenance,Maintenance expense on 2023-06-09,IT,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-04-19 13:41:38.721124,438.64,Marketing,Marketing expense on 2024-04-19,HR,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-06-10 13:41:38.721124,359.37,Miscellaneous,Miscellaneous expense on 2023-06-10,Finance,Low,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-08-06 13:41:38.721124,331.42,Software,Software expense on 2023-08-06,HR,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,200
2023-10-24 13:41:38.721124,402.49,Travel,Travel expense on 2023-10-24,Finance,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-11-06 13:41:38.721124,149.03,Utilities,Utilities expense on 2023-11-06,Finance,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-08-03 13:41:38.721124,291.21,Software,Software expense on 2023-08-03,IT,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2024-02-20 13:41:38.721124,344.36,Training,Training expense on 2024-02-20,IT,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,300
2023-06-02 13:41:38.721124,166.22,Wifi,Wifi expense on 2023-06-02,Finance,Medium,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2023-12-01 13:41:38.721124,424.34,Maintenance,Maintenance expense on 2023-12-01,Operations,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-06-13 13:41:38.721124,165.54,Meals,Meals expense on 2023-06-13,Operations,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-11-01 13:41:38.721124,19.45,Software,Software expense on 2023-11-01,Finance,High,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2023-08-24 13:41:38.721124,61.35,Software,Software expense on 2023-08-24,Finance,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,200
2023-08-29 13:41:38.721124,458.89,Meals,Meals expense on 2023-08-29,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-11-17 13:41:38.721124,226.46,Miscellaneous,Miscellaneous expense on 2023-11-17,HR,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-03-15 13:41:38.721124,358.65,Meals,Meals expense on 2024-03-15,Finance,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-05-30 13:41:38.721124,488.72,Wifi,Wifi expense on 2023-05-30,Operations,Medium,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-09-16 13:41:38.721124,75.06,Meals,Meals expense on 2023-09-16,HR,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2024-04-06 13:41:38.721124,325.06,Office Supplies,Office Supplies expense on 2024-04-06,IT,High,High,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2023-09-10 13:41:38.721124,169.61,Marketing,Marketing expense on 2023-09-10,IT,High,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-11-10 13:41:38.721124,341.44,Marketing,Marketing expense on 2023-11-10,Finance,High,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2024-04-09 13:41:38.721124,488.29,Training,Training expense on 2024-04-09,HR,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2023-11-04 13:41:38.721124,408.55,Training,Training expense on 2023-11-04,Finance,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-08-05 13:41:38.721124,144.08,Marketing,Marketing expense on 2023-08-05,Operations,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-05-25 13:41:38.721124,395.18,Marketing,Marketing expense on 2023-05-25,IT,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-11-19 13:41:38.721124,91.09,Meals,Meals expense on 2023-11-19,IT,Low,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2024-04-24 13:41:38.721124,449.99,Office Supplies,Office Supplies expense on 2024-04-24,Finance,High,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-09-17 13:41:38.721124,117.78,Wifi,Wifi expense on 2023-09-17,HR,High,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-05-06 13:41:38.721124,380.26,Office Supplies,Office Supplies expense on 2024-05-06,Finance,High,Medium,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2023-11-12 13:41:38.721124,77.92,Wifi,Wifi expense on 2023-11-12,HR,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2024-02-05 13:41:38.721124,206.04,Equipment,Equipment expense on 2024-02-05,Finance,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2024-01-14 13:41:38.721124,246.37,Miscellaneous,Miscellaneous expense on 2024-01-14,HR,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-07-31 13:41:38.721124,266.03,Software,Software expense on 2023-07-31,IT,Low,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,200
2023-12-20 13:41:38.721124,321.13,Maintenance,Maintenance expense on 2023-12-20,Operations,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-10-10 13:41:38.721124,398.91,Wifi,Wifi expense on 2023-10-10,Finance,High,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-04-19 13:41:38.721124,376.76,Utilities,Utilities expense on 2024-04-19,Finance,Low,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-10-19 13:41:38.721124,373.97,Equipment,Equipment expense on 2023-10-19,HR,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-11-22 13:41:38.721124,423.12,Software,Software expense on 2023-11-22,Operations,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,200
2023-05-10 13:41:38.721124,249.57,Miscellaneous,Miscellaneous expense on 2023-05-10,IT,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-05-22 13:41:38.721124,345.79,Equipment,Equipment expense on 2023-05-22,HR,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2024-04-15 13:41:38.721124,177.08,Training,Training expense on 2024-04-15,Operations,High,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,300
2024-04-16 13:41:38.721124,256.09,Training,Training expense on 2024-04-16,Operations,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-06-10 13:41:38.721124,304.27,Training,Training expense on 2023-06-10,Finance,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-07-07 13:41:38.721124,150.17,Maintenance,Maintenance expense on 2023-07-07,Operations,Low,High,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-10-22 13:41:38.721124,101.84,Marketing,Marketing expense on 2023-10-22,HR,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2024-01-17 13:41:38.721124,82.88,Travel,Travel expense on 2024-01-17,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-01-05 13:41:38.721124,368.59,Training,Training expense on 2024-01-05,Operations,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-08-26 13:41:38.721124,480.95,Miscellaneous,Miscellaneous expense on 2023-08-26,HR,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-03-07 13:41:38.721124,199.62,Office Supplies,Office Supplies expense on 2024-03-07,HR,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-05-28 13:41:38.721124,332.38,Marketing,Marketing expense on 2023-05-28,IT,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-12-21 13:41:38.722143,368.01,Wifi,Wifi expense on 2023-12-21,IT,Low,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2024-02-26 13:41:38.722143,465.88,Maintenance,Maintenance expense on 2024-02-26,HR,Low,Medium,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2023-12-05 13:41:38.722143,72.79,Software,Software expense on 2023-12-05,Operations,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2023-07-27 13:41:38.722143,158.06,Utilities,Utilities expense on 2023-07-27,Finance,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-06-22 13:41:38.722143,115.62,Travel,Travel expense on 2023-06-22,HR,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-08-30 13:41:38.722143,345.24,Marketing,Marketing expense on 2023-08-30,IT,High,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-12-02 13:41:38.722143,455.75,Wifi,Wifi expense on 2023-12-02,Operations,Medium,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-07-31 13:41:38.722143,310.3,Training,Training expense on 2023-07-31,Operations,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2024-01-05 13:41:38.722143,149.05,Utilities,Utilities expense on 2024-01-05,IT,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-05-23 13:41:38.722143,340.48,Office Supplies,Office Supplies expense on 2023-05-23,Finance,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-08-17 13:41:38.722143,116.86,Utilities,Utilities expense on 2023-08-17,Finance,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,200
2023-05-12 13:41:38.722143,208.0,Office Supplies,Office Supplies expense on 2023-05-12,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,100
2023-06-30 13:41:38.722143,478.2,Training,Training expense on 2023-06-30,HR,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2023-05-10 13:41:38.722143,79.54,Office Supplies,Office Supplies expense on 2023-05-10,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,100
2023-11-25 13:41:38.722143,121.51,Travel,Travel expense on 2023-11-25,Finance,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-06-07 13:41:38.722143,27.41,Miscellaneous,Miscellaneous expense on 2023-06-07,IT,Low,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,200
